Time (s),o1,o2,fwd_force,filtered_force_1,filtered_force_2,filtered_force_3,filtered_force_4,filtered_force_5,filtered_force_6,error_force,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6
61.780, 0.637, -0.729, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.019, 0.019, 0.010, 0.015, 0.015, 0.012
61.800, 0.513, -0.788, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.019, 0.019, 0.011, 0.014, 0.015, 0.012
61.820, 0.310, -0.787, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.019, 0.018, 0.011, 0.014, 0.015, 0.012
61.840, 0.007, -0.761, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.020, 0.018, 0.011, 0.014, 0.015, 0.012
61.860, -0.465, -0.672, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 1.000, 0.020, 0.018, 0.011, 0.014, 0.015, 0.013
61.880, -0.752, -0.601, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.020, 0.018, 0.011, 0.014, 0.015, 0.013
61.900, -0.844, -0.548, 0.000, 1.000, 0.000, 1.000, 0.046, 0.000, 1.000, 1.000, 0.020, 0.018, 0.011, 0.014, 0.016, 0.013
61.920, -0.873, -0.470, 0.000, 1.000, 0.000, 1.000, 0.230, 0.000, 0.000, 1.000, 0.020, 0.018, 0.011, 0.014, 0.016, 0.013
61.940, -0.879, -0.359, 0.000, 1.000, 0.000, 1.000, 0.063, 0.000, 1.000, 1.000, 0.020, 0.017, 0.010, 0.014, 0.016, 0.013
61.960, -0.874, -0.221, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.020, 0.017, 0.011, 0.014, 0.016, 0.013
61.980, -0.866, -0.032, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.020, 0.017, 0.011, 0.014, 0.016, 0.014
62.000, -0.840, 0.195, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.020, 0.018, 0.011, 0.014, 0.016, 0.013
62.020, -0.808, 0.469, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.020, 0.018, 0.011, 0.014, 0.016, 0.013
62.040, -0.762, 0.707, 1.000, 0.068, 1.000, 0.000, 0.000, 0.000, 1.000, 0.932, 0.020, 0.018, 0.010, 0.014, 0.016, 0.013
62.060, -0.701, 0.835, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.020, 0.019, 0.010, 0.014, 0.016, 0.012
62.080, -0.633, 0.878, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.020, 0.019, 0.010, 0.013, 0.017, 0.012
62.100, -0.633, 0.852, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.019, 0.010, 0.014, 0.017, 0.012
62.120, -0.621, 0.854, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.019, 0.019, 0.010, 0.014, 0.017, 0.012
62.140, -0.602, 0.858, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.019, 0.018, 0.010, 0.014, 0.017, 0.013
62.160, -0.584, 0.858, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.019, 0.018, 0.010, 0.014, 0.017, 0.013
62.180, -0.568, 0.857, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.019, 0.018, 0.010, 0.014, 0.017, 0.013
62.200, -0.570, 0.848, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.019, 0.018, 0.010, 0.014, 0.016, 0.013
62.220, -0.644, 0.801, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.019, 0.018, 0.010, 0.013, 0.016, 0.013
62.240, -0.681, 0.805, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.018, 0.018, 0.010, 0.013, 0.016, 0.012
62.260, -0.701, 0.811, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.018, 0.019, 0.010, 0.013, 0.016, 0.012
62.280, -0.708, 0.818, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.018, 0.019, 0.010, 0.014, 0.015, 0.012
62.300, -0.674, 0.852, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.018, 0.018, 0.010, 0.014, 0.015, 0.012
62.320, -0.608, 0.881, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 1.000, 0.019, 0.018, 0.010, 0.014, 0.015, 0.012
62.340, -0.540, 0.886, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 1.000, 0.019, 0.018, 0.010, 0.014, 0.015, 0.012
62.360, -0.468, 0.884, 1.000, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.019, 0.018, 0.010, 0.014, 0.015, 0.013
62.380, -0.387, 0.878, 1.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.020, 0.018, 0.011, 0.013, 0.015, 0.013
62.400, -0.287, 0.871, 1.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.020, 0.018, 0.010, 0.013, 0.015, 0.013
62.420, -0.157, 0.862, 1.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.020, 0.019, 0.010, 0.013, 0.015, 0.013
62.440, 0.022, 0.848, 1.000, 0.000, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.020, 0.019, 0.010, 0.013, 0.016, 0.014
62.460, 0.261, 0.828, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.020, 0.019, 0.010, 0.014, 0.016, 0.014
62.480, 0.536, 0.795, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.020, 0.019, 0.010, 0.014, 0.016, 0.014
62.500, 0.750, 0.746, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.020, 0.019, 0.010, 0.014, 0.016, 0.014
62.520, 0.851, 0.683, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.020, 0.019, 0.010, 0.015, 0.017, 0.013
62.540, 0.881, 0.615, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.020, 0.019, 0.010, 0.015, 0.017, 0.013
62.560, 0.887, 0.547, 1.000, 0.228, 0.000, 1.000, 0.000, 1.000, 0.000, 0.772, 0.020, 0.019, 0.010, 0.015, 0.016, 0.013
62.580, 0.884, 0.474, 1.000, 0.261, 0.000, 1.000, 0.000, 1.000, 0.000, 0.739, 0.020, 0.019, 0.010, 0.015, 0.016, 0.013
62.600, 0.879, 0.393, 1.000, 0.122, 0.000, 1.000, 0.000, 1.000, 0.000, 0.878, 0.020, 0.019, 0.010, 0.015, 0.016, 0.013
62.620, 0.872, 0.295, 1.000, 0.012, 0.198, 1.000, 1.000, 1.000, 0.000, 0.988, 0.020, 0.019, 0.010, 0.014, 0.015, 0.012
62.640, 0.863, 0.168, 1.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.020, 0.019, 0.010, 0.014, 0.016, 0.012
62.660, 0.815, -0.078, 0.000, 1.000, 0.000, 0.840, 1.000, 0.000, 0.298, 1.000, 0.020, 0.019, 0.010, 0.014, 0.016, 0.013
62.680, 0.766, -0.307, 0.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.151, 1.000, 0.020, 0.019, 0.010, 0.014, 0.016, 0.013
62.700, 0.716, -0.533, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.020, 0.019, 0.010, 0.014, 0.016, 0.012
62.720, 0.640, -0.697, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.020, 0.019, 0.010, 0.014, 0.016, 0.012
62.740, 0.530, -0.777, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.020, 0.018, 0.010, 0.014, 0.016, 0.012
62.760, 0.373, -0.800, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.018, 0.010, 0.014, 0.015, 0.012
62.780, 0.086, -0.770, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.018, 0.011, 0.014, 0.015, 0.012
62.800, -0.335, -0.709, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 1.000, 0.021, 0.018, 0.011, 0.013, 0.015, 0.013
62.820, -0.709, -0.617, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.021, 0.018, 0.011, 0.013, 0.016, 0.013
62.840, -0.841, -0.540, 0.000, 1.000, 0.000, 0.055, 0.000, 0.000, 1.000, 1.000, 0.021, 0.018, 0.011, 0.013, 0.016, 0.013
62.860, -0.872, -0.460, 0.000, 1.000, 0.000, 1.000, 0.756, 0.000, 0.862, 1.000, 0.021, 0.018, 0.011, 0.014, 0.016, 0.013
62.880, -0.877, -0.354, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.021, 0.018, 0.010, 0.014, 0.016, 0.014
62.900, -0.869, -0.245, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.020, 0.018, 0.011, 0.013, 0.017, 0.013
62.920, -0.858, -0.099, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.020, 0.019, 0.010, 0.013, 0.017, 0.013
62.940, -0.842, 0.101, 1.000, 0.062, 1.000, 0.000, 0.000, 0.000, 1.000, 0.938, 0.020, 0.019, 0.010, 0.013, 0.017, 0.013
62.960, -0.818, 0.360, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.020, 0.019, 0.010, 0.013, 0.017, 0.012
62.980, -0.780, 0.625, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.021, 0.019, 0.010, 0.013, 0.017, 0.012
63.000, -0.724, 0.798, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.021, 0.019, 0.010, 0.013, 0.017, 0.012
63.020, -0.659, 0.867, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.021, 0.019, 0.010, 0.013, 0.017, 0.012
63.040, -0.656, 0.848, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.018, 0.010, 0.014, 0.017, 0.012
63.060, -0.665, 0.836, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.018, 0.010, 0.014, 0.017, 0.012
63.080, -0.681, 0.827, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.018, 0.010, 0.014, 0.017, 0.012
63.100, -0.703, 0.814, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.019, 0.010, 0.014, 0.017, 0.012
63.120, -0.711, 0.817, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.019, 0.010, 0.014, 0.017, 0.012
63.140, -0.687, 0.844, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.019, 0.019, 0.010, 0.014, 0.017, 0.012
63.160, -0.697, 0.828, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.019, 0.019, 0.010, 0.013, 0.017, 0.012
63.180, -0.675, 0.847, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.019, 0.019, 0.010, 0.013, 0.016, 0.012
63.200, -0.609, 0.880, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 1.000, 0.020, 0.018, 0.010, 0.013, 0.016, 0.012
63.220, -0.617, 0.850, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.018, 0.010, 0.013, 0.016, 0.012
63.240, -0.623, 0.843, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.019, 0.018, 0.010, 0.013, 0.016, 0.012
63.260, -0.573, 0.870, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.019, 0.018, 0.010, 0.013, 0.016, 0.012
63.280, -0.507, 0.881, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 1.000, 0.020, 0.018, 0.009, 0.013, 0.016, 0.012
63.300, -0.433, 0.880, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 1.000, 0.020, 0.018, 0.009, 0.013, 0.016, 0.012
63.320, -0.345, 0.875, 1.000, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.020, 0.018, 0.010, 0.013, 0.016, 0.012
63.340, -0.233, 0.867, 1.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.020, 0.018, 0.010, 0.013, 0.016, 0.013
63.360, -0.084, 0.856, 1.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.021, 0.019, 0.010, 0.013, 0.016, 0.013
63.380, 0.122, 0.840, 1.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.021, 0.019, 0.010, 0.013, 0.016, 0.013
63.400, 0.385, 0.815, 1.000, 0.000, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.021, 0.019, 0.010, 0.013, 0.016, 0.013
63.420, 0.646, 0.775, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.019, 0.010, 0.013, 0.017, 0.013
63.440, 0.808, 0.719, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.019, 0.010, 0.014, 0.017, 0.013
63.460, 0.870, 0.653, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.019, 0.009, 0.014, 0.017, 0.014
63.480, 0.885, 0.585, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.019, 0.009, 0.014, 0.017, 0.013
63.500, 0.886, 0.515, 1.000, 0.202, 0.000, 1.000, 0.000, 1.000, 0.000, 0.798, 0.021, 0.019, 0.009, 0.014, 0.017, 0.013
63.520, 0.882, 0.440, 1.000, 0.084, 0.000, 1.000, 1.000, 1.000, 0.000, 0.916, 0.021, 0.019, 0.009, 0.014, 0.017, 0.012
63.540, 0.876, 0.354, 1.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.021, 0.019, 0.009, 0.013, 0.017, 0.012
63.560, 0.868, 0.245, 1.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.021, 0.019, 0.009, 0.013, 0.017, 0.012
63.580, 0.858, 0.099, 1.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.021, 0.020, 0.009, 0.013, 0.017, 0.012
63.600, 0.816, -0.130, 0.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.205, 1.000, 0.021, 0.020, 0.009, 0.013, 0.017, 0.012
63.620, 0.760, -0.360, 0.000, 1.000, 0.000, 0.000, 0.000, 0.257, 0.525, 1.000, 0.021, 0.020, 0.010, 0.014, 0.017, 0.012
63.640, 0.708, -0.580, 0.000, 1.000, 0.000, 0.000, 0.000, 0.243, 0.382, 1.000, 0.021, 0.020, 0.010, 0.014, 0.017, 0.013
63.660, 0.627, -0.726, 0.000, 1.000, 0.000, 1.000, 0.000, 0.133, 0.252, 1.000, 0.021, 0.020, 0.010, 0.014, 0.017, 0.012
63.680, 0.511, -0.791, 0.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.021, 0.019, 0.010, 0.014, 0.017, 0.012
63.700, 0.337, -0.801, 0.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.021, 0.019, 0.010, 0.013, 0.017, 0.012
63.720, 0.120, -0.799, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.019, 0.009, 0.014, 0.017, 0.012
63.740, -0.234, -0.757, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.018, 0.009, 0.014, 0.016, 0.012
63.760, -0.566, -0.719, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.018, 0.010, 0.014, 0.016, 0.012
63.780, -0.798, -0.635, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.022, 0.018, 0.010, 0.014, 0.017, 0.013
63.800, -0.870, -0.545, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.022, 0.018, 0.009, 0.014, 0.017, 0.013
63.820, -0.884, -0.432, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.022, 0.018, 0.009, 0.014, 0.017, 0.013
63.840, -0.881, -0.297, 0.000, 1.000, 0.000, 1.000, 0.016, 0.000, 1.000, 1.000, 0.022, 0.018, 0.009, 0.013, 0.017, 0.013
63.860, -0.873, -0.121, 0.000, 1.000, 0.000, 1.000, 0.087, 0.000, 1.000, 1.000, 0.022, 0.018, 0.009, 0.013, 0.018, 0.013
63.880, -0.854, 0.083, 1.000, 1.000, 1.000, 0.892, 0.062, 0.000, 1.000, 0.000, 0.021, 0.019, 0.009, 0.013, 0.018, 0.013
63.900, -0.825, 0.341, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.021, 0.019, 0.009, 0.013, 0.018, 0.013
63.920, -0.786, 0.609, 1.000, 0.089, 1.000, 0.000, 0.000, 0.000, 1.000, 0.911, 0.021, 0.019, 0.009, 0.013, 0.018, 0.012
63.940, -0.730, 0.791, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.022, 0.019, 0.009, 0.013, 0.018, 0.012
63.960, -0.665, 0.865, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.022, 0.019, 0.009, 0.013, 0.018, 0.012
63.980, -0.597, 0.885, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.022, 0.019, 0.009, 0.013, 0.018, 0.012
64.000, -0.625, 0.840, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.021, 0.020, 0.009, 0.013, 0.018, 0.012
64.020, -0.645, 0.831, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.021, 0.019, 0.009, 0.013, 0.018, 0.012
64.040, -0.633, 0.847, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.021, 0.019, 0.009, 0.014, 0.018, 0.012
64.060, -0.680, 0.811, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.021, 0.019, 0.009, 0.014, 0.018, 0.012
64.080, -0.705, 0.808, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.019, 0.009, 0.014, 0.018, 0.012
64.100, -0.715, 0.814, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.019, 0.009, 0.014, 0.018, 0.012
64.120, -0.714, 0.821, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.020, 0.009, 0.014, 0.018, 0.012
64.140, -0.706, 0.831, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.020, 0.009, 0.015, 0.018, 0.012
64.160, -0.722, 0.813, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.020, 0.009, 0.015, 0.017, 0.012
64.180, -0.697, 0.840, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.019, 0.009, 0.014, 0.017, 0.012
64.200, -0.645, 0.870, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.019, 0.009, 0.014, 0.017, 0.012
64.220, -0.645, 0.850, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.019, 0.009, 0.014, 0.017, 0.012
64.240, -0.628, 0.855, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.018, 0.009, 0.013, 0.017, 0.012
64.260, -0.609, 0.858, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.018, 0.009, 0.013, 0.017, 0.012
64.280, -0.579, 0.864, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.018, 0.009, 0.013, 0.017, 0.012
64.300, -0.554, 0.863, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.020, 0.018, 0.009, 0.013, 0.017, 0.012
64.320, -0.488, 0.877, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 1.000, 0.020, 0.018, 0.009, 0.013, 0.017, 0.012
64.340, -0.412, 0.877, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.274, 1.000, 0.021, 0.018, 0.009, 0.013, 0.017, 0.012
64.360, -0.319, 0.873, 1.000, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.021, 0.018, 0.009, 0.013, 0.016, 0.012
64.380, -0.200, 0.865, 1.000, 0.000, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.021, 0.019, 0.009, 0.013, 0.017, 0.013
64.400, -0.037, 0.853, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.019, 0.009, 0.014, 0.017, 0.013
64.420, 0.184, 0.835, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.019, 0.009, 0.014, 0.018, 0.013
64.440, 0.456, 0.807, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.019, 0.009, 0.014, 0.018, 0.013
64.460, 0.698, 0.762, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.019, 0.008, 0.014, 0.018, 0.013
64.480, 0.831, 0.702, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.019, 0.008, 0.014, 0.018, 0.013
64.500, 0.876, 0.635, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.019, 0.008, 0.015, 0.017, 0.013
64.520, 0.886, 0.567, 1.000, 0.178, 1.000, 1.000, 0.000, 1.000, 0.000, 0.822, 0.021, 0.019, 0.008, 0.015, 0.017, 0.013
64.540, 0.885, 0.496, 1.000, 0.157, 0.000, 1.000, 1.000, 1.000, 0.000, 0.843, 0.021, 0.019, 0.008, 0.014, 0.017, 0.012
64.560, 0.881, 0.419, 1.000, 0.156, 0.000, 1.000, 1.000, 1.000, 0.000, 0.844, 0.021, 0.019, 0.008, 0.014, 0.017, 0.012
64.580, 0.874, 0.327, 1.000, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.021, 0.019, 0.008, 0.014, 0.017, 0.012
64.600, 0.844, 0.091, 1.000, 1.000, 0.000, 0.000, 0.000, 0.341, 0.888, 0.000, 0.021, 0.019, 0.009, 0.014, 0.017, 0.013
64.620, 0.815, -0.126, 0.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.193, 1.000, 0.021, 0.019, 0.009, 0.014, 0.018, 0.012
64.640, 0.779, -0.368, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.019, 0.009, 0.014, 0.017, 0.012
64.660, 0.734, -0.601, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.020, 0.009, 0.014, 0.017, 0.012
64.680, 0.635, -0.730, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.022, 0.020, 0.009, 0.014, 0.017, 0.012
64.700, 0.486, -0.774, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.022, 0.019, 0.009, 0.014, 0.017, 0.012
64.720, 0.243, -0.764, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.022, 0.019, 0.009, 0.014, 0.017, 0.012
64.740, -0.127, -0.725, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.022, 0.019, 0.010, 0.013, 0.017, 0.012
64.760, -0.528, -0.671, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 1.000, 0.022, 0.018, 0.010, 0.013, 0.016, 0.012
64.780, -0.809, -0.550, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.022, 0.018, 0.010, 0.013, 0.017, 0.013
64.800, -0.863, -0.476, 0.000, 1.000, 0.000, 1.000, 0.467, 0.000, 1.000, 1.000, 0.022, 0.018, 0.009, 0.014, 0.017, 0.013
64.820, -0.876, -0.377, 0.000, 1.000, 0.000, 1.000, 0.251, 0.000, 1.000, 1.000, 0.022, 0.018, 0.009, 0.014, 0.018, 0.013
64.840, -0.873, -0.249, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.022, 0.018, 0.009, 0.013, 0.018, 0.013
64.860, -0.865, -0.080, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.022, 0.018, 0.009, 0.013, 0.018, 0.013
64.880, -0.853, 0.139, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.021, 0.018, 0.010, 0.013, 0.018, 0.013
64.900, -0.840, 0.382, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.021, 0.018, 0.010, 0.013, 0.018, 0.013
64.920, -0.789, 0.647, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.021, 0.018, 0.010, 0.013, 0.018, 0.013
64.940, -0.728, 0.810, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.022, 0.019, 0.009, 0.013, 0.018, 0.012
64.960, -0.660, 0.871, 1.000, 0.106, 1.000, 0.000, 0.000, 0.000, 1.000, 0.894, 0.022, 0.019, 0.009, 0.013, 0.018, 0.012
64.980, -0.592, 0.886, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.022, 0.019, 0.009, 0.013, 0.018, 0.012
65.000, -0.523, 0.887, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.022, 0.019, 0.009, 0.013, 0.018, 0.012
65.020, -0.527, 0.853, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.021, 0.019, 0.009, 0.013, 0.018, 0.012
65.040, -0.550, 0.835, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.021, 0.019, 0.009, 0.014, 0.018, 0.012
65.060, -0.612, 0.808, 1.000, 1.000, 0.529, 0.000, 1.000, 0.000, 1.000, 0.000, 0.021, 0.019, 0.009, 0.014, 0.018, 0.012
